"contrast","gene_id","gene_symbol","effect","p_exact","q_storey"
"R_Tumor","ENSG00000140553.18","UNC45A",0.861111111111111,0.00146354146892577,0.0793079109945445
"R_Tumor","ENSG00000104946.13","TBC1D17",0.85,0.00146814343879898,0.0793079109945445
"R_Tumor","ENSG00000127663.15","KDM4B",0.85,0.00147182501469754,0.0793079109945445
"R_Tumor","ENSG00000143228.13","NUF2",0.155555555555556,0.00148240954540591,0.0793079109945445
"R_Tumor","ENSG00000007516.14","BAIAP3",0.838888888888889,0.00148827705699425,0.0793079109945445
"R_Tumor","ENSG00000141736.14","ERBB2",0.838888888888889,0.00148919745096889,0.0793079109945445
"R_Tumor","ENSG00000169692.13","AGPAT2",0.844444444444444,0.00150829562594268,0.0793079109945445
"R_Tumor","ENSG00000072694.21","FCGR2B",0.161111111111111,0.00151243739882857,0.0793079109945445
"R_Tumor","ENSG00000135924.16","DNAJB2",0.838888888888889,0.00151841995966373,0.0793079109945445
"R_Tumor","ENSG00000187024.15","PTRH1",0.838888888888889,0.00152371222501792,0.0793079109945445
"R_Tumor","ENSG00000112655.16","PTK7",0.85,0.00153372150949214,0.0793079109945445
"R_Tumor","ENSG00000149823.9","VPS51",0.855555555555556,0.00155454542316839,0.0793079109945445
"R_Tumor","ENSG00000078902.16","TOLLIP",0.838888888888889,0.00156512995387676,0.0793079109945445
"R_Tumor","ENSG00000162729.14","IGSF8",0.838888888888889,0.00157513923835098,0.0793079109945445
"R_Tumor","ENSG00000140691.18","ARMC5",0.838888888888889,0.00157916596199003,0.0793079109945445
"R_Tumor","ENSG00000158715.6","SLC45A3",0.161111111111111,0.00159607820127406,0.0793079109945445
"R_Tumor","ENSG00000143772.9","ITPKB",0.85,0.00160355640231801,0.0793079109945445
"R_Tumor","ENSG00000130723.21","PRRC2B",0.844444444444444,0.00160482194403314,0.0793079109945445
"R_Tumor","ENSG00000185236.12","RAB11B",0.855555555555556,0.00161034430788099,0.0793079109945445
"R_Tumor","ENSG00000152475.7","ZNF837",0.855555555555556,0.00161160984959612,0.0793079109945445
